year,state,state_fips,candidate,writein,candidatevotes,totalvotes,party_simplified
1976,ALABAMA,1,"CARTER, JIMMY",False,659170,1182542,DEMOCRAT
1976,ALABAMA,1,"FORD, GERALD",False,504070,1182542,REPUBLICAN
1976,ALABAMA,1,"MADDOX, LESTER",False,9198,1182542,OTHER
1976,ALABAMA,1,"BUBAR, BENJAMIN """"BEN""""",False,6669,1182542,OTHER
1976,ALABAMA,1,"HALL, GUS",False,1954,1182542,OTHER
1976,ALABAMA,1,"MACBRIDE, ROGER",False,1481,1182542,LIBERTARIAN
1976,ALASKA,2,"FORD, GERALD",False,71555,122398,REPUBLICAN
1976,ALASKA,2,"CARTER, JIMMY",False,44058,122398,DEMOCRAT
1976,ALASKA,2,"MACBRIDE, ROGER",False,6785,122398,LIBERTARIAN
1976,ARIZONA,4,"FORD, GERALD",False,418642,742697,REPUBLICAN
1976,ARIZONA,4,"CARTER, JIMMY",False,295602,742697,DEMOCRAT
1976,ARIZONA,4,"MCCARTHY, EUGENE """"GENE""""",False,19229,742697,OTHER
1976,ARIZONA,4,"MACBRIDE, ROGER",False,7647,742697,LIBERTARIAN
1976,ARIZONA,4,"CAMEJO, PETER",False,928,742697,OTHER
1976,ARIZONA,4,"ANDERSON, THOMAS J.",False,564,742697,OTHER
1976,ARIZONA,4,"MADDOX, LESTER",False,85,742697,OTHER
1976,ARKANSAS,5,"CARTER, JIMMY",False,498604,766896,DEMOCRAT
1976,ARKANSAS,5,"FORD, GERALD",False,267903,766896,REPUBLICAN
1976,ARKANSAS,5,"MADDOX, LESTER",False,389,766896,OTHER
1976,CALIFORNIA,6,"FORD, GERALD",False,3882244,7803770,REPUBLICAN
1976,CALIFORNIA,6,"CARTER, JIMMY",False,3742284,7803770,DEMOCRAT
1976,CALIFORNIA,6,"MACBRIDE, ROGER",False,56388,7803770,OTHER
1976,CALIFORNIA,6,"MADDOX, LESTER",False,51098,7803770,OTHER
1976,CALIFORNIA,6,"WRIGHT, MARGARET",False,41731,7803770,OTHER
1976,CALIFORNIA,6,"CAMEJO, PETER",False,17259,7803770,OTHER
1976,CALIFORNIA,6,"HALL, GUS",False,12766,7803770,OTHER
1976,COLORADO,8,"FORD, GERALD",False,584278,1081440,REPUBLICAN
1976,COLORADO,8,"CARTER, JIMMY",False,460801,1081440,DEMOCRAT
1976,COLORADO,8,"MCCARTHY, EUGENE """"GENE""""",False,26047,1081440,OTHER
1976,COLORADO,8,"MACBRIDE, ROGER",False,5338,1081440,LIBERTARIAN
1976,COLORADO,8,"BUBAR, BENJAMIN """"BEN""""",False,2886,1081440,OTHER
1976,COLORADO,8,"CAMEJO, PETER",False,1122,1081440,OTHER
1976,COLORADO,8,"LAROUCHE, LYNDON, JR.",False,565,1081440,OTHER
1976,COLORADO,8,"HALL, GUS",False,403,1081440,OTHER
1976,CONNECTICUT,9,"FORD, GERALD",False,719261,1376046,REPUBLICAN
1976,CONNECTICUT,9,"CARTER, JIMMY",False,647895,1376046,DEMOCRAT
1976,CONNECTICUT,9,"MADDOX, LESTER",False,7101,1376046,OTHER
1976,CONNECTICUT,9,"LAROUCHE, LYNDON, JR.",False,1789,1376046,OTHER
1976,DELAWARE,10,"CARTER, JIMMY",False,122461,233124,DEMOCRAT
1976,DELAWARE,10,"FORD, GERALD",False,109780,233124,REPUBLICAN
1976,DELAWARE,10,"ANDERSON, THOMAS J.",False,645,233124,OTHER
1976,DELAWARE,10,"LAROUCHE, LYNDON, JR.",False,135,233124,OTHER
1976,DELAWARE,10,"BUBAR, BENJAMIN """"BEN""""",False,103,233124,OTHER
1976,DISTRICT OF COLUMBIA,11,"CARTER, JIMMY",False,137818,165691,DEMOCRAT
1976,DISTRICT OF COLUMBIA,11,"FORD, GERALD",False,27873,165691,REPUBLICAN
1976,FLORIDA,12,"CARTER, JIMMY",False,1636000,3150499,DEMOCRAT
1976,FLORIDA,12,"FORD, GERALD",False,1469531,3150499,REPUBLICAN
1976,FLORIDA,12,"MCCARTHY, EUGENE """"GENE""""",False,23643,3150499,OTHER
1976,FLORIDA,12,"ANDERSON, THOMAS J.",False,21325,3150499,OTHER
1976,GEORGIA,13,"CARTER, JIMMY",False,979409,1463152,DEMOCRAT
1976,GEORGIA,13,"FORD, GERALD",False,483743,1463152,REPUBLICAN
1976,HAWAII,15,"CARTER, JIMMY",False,147375,291301,DEMOCRAT
1976,HAWAII,15,"FORD, GERALD",False,140003,291301,REPUBLICAN
1976,HAWAII,15,"MACBRIDE, ROGER",False,3923,291301,LIBERTARIAN
1976,IDAHO,16,"FORD, GERALD",False,204151,340932,REPUBLICAN
1976,IDAHO,16,"CARTER, JIMMY",False,126549,340932,DEMOCRAT
1976,IDAHO,16,"MADDOX, LESTER",False,5935,340932,OTHER
1976,IDAHO,16,"MACBRIDE, ROGER",False,3558,340932,LIBERTARIAN
1976,IDAHO,16,"LAROUCHE, LYNDON, JR.",False,739,340932,OTHER
1976,ILLINOIS,17,"FORD, GERALD",False,2364269,4716865,REPUBLICAN
1976,ILLINOIS,17,"CARTER, JIMMY",False,2271295,4716865,DEMOCRAT
1976,ILLINOIS,17,"MCCARTHY, EUGENE """"GENE""""",False,55939,4716865,OTHER
1976,ILLINOIS,17,"HALL, GUS",False,9250,4716865,OTHER
1976,ILLINOIS,17,"MACBRIDE, ROGER",False,8057,4716865,LIBERTARIAN
1976,ILLINOIS,17,"CAMEJO, PETER",False,3615,4716865,OTHER
1976,ILLINOIS,17,"JULIUS """"JULES"""", LEVIN",False,2422,4716865,OTHER
1976,ILLINOIS,17,"LAROUCHE, LYNDON, JR.",False,2018,4716865,OTHER
1976,INDIANA,18,"FORD, GERALD",False,1183958,2220362,REPUBLICAN
1976,INDIANA,18,"CARTER, JIMMY",False,1014714,2220362,DEMOCRAT
1976,INDIANA,18,"ANDERSON, THOMAS J.",False,14048,2220362,OTHER
1976,INDIANA,18,"CAMEJO, PETER",False,5695,2220362,OTHER
1976,INDIANA,18,"LAROUCHE, LYNDON, JR.",False,1947,2220362,OTHER
1976,IOWA,19,"FORD, GERALD",False,632864,1278794,REPUBLICAN
1976,IOWA,19,"CARTER, JIMMY",False,619931,1278794,DEMOCRAT
1976,IOWA,19,"MCCARTHY, EUGENE """"GENE""""",False,20057,1278794,OTHER
1976,IOWA,19,"ANDERSON, THOMAS J.",False,3041,1278794,OTHER
1976,IOWA,19,"MACBRIDE, ROGER",False,1454,1278794,LIBERTARIAN
1976,IOWA,19,"HALL, GUS",False,551,1278794,OTHER
1976,IOWA,19,"CAMEJO, PETER",False,262,1278794,OTHER
1976,IOWA,19,"LAROUCHE, LYNDON, JR.",False,241,1278794,OTHER
1976,IOWA,19,"ZEIDLER, FRANK",False,233,1278794,OTHER
1976,IOWA,19,"JULIUS """"JULES"""", LEVIN",False,160,1278794,OTHER
1976,KANSAS,20,"FORD, GERALD",False,502752,957845,REPUBLICAN
1976,KANSAS,20,"CARTER, JIMMY",False,430421,957845,DEMOCRAT
1976,KANSAS,20,"MCCARTHY, EUGENE """"GENE""""",False,13185,957845,OTHER
1976,KANSAS,20,"ANDERSON, THOMAS J.",False,4724,957845,OTHER
1976,KANSAS,20,"MACBRIDE, ROGER",False,3242,957845,OTHER
1976,KANSAS,20,"MADDOX, LESTER",False,2118,957845,OTHER
1976,KANSAS,20,"BUBAR, BENJAMIN """"BEN""""",False,1403,957845,OTHER
1976,KENTUCKY,21,"CARTER, JIMMY",False,615717,1167142,DEMOCRAT
1976,KENTUCKY,21,"FORD, GERALD",False,531852,1167142,REPUBLICAN
1976,KENTUCKY,21,"ANDERSON, THOMAS J.",False,8308,1167142,OTHER
1976,KENTUCKY,21,"MCCARTHY, EUGENE """"GENE""""",False,6837,1167142,OTHER
1976,KENTUCKY,21,"MADDOX, LESTER",False,2328,1167142,OTHER
1976,KENTUCKY,21,"MACBRIDE, ROGER",False,814,1167142,LIBERTARIAN
1976,KENTUCKY,21,"LAROUCHE, LYNDON, JR.",False,510,1167142,OTHER
1976,KENTUCKY,21,"HALL, GUS",False,426,1167142,OTHER
1976,KENTUCKY,21,"CAMEJO, PETER",False,350,1167142,OTHER
1976,LOUISIANA,22,"CARTER, JIMMY",False,661365,1277383,DEMOCRAT
1976,LOUISIANA,22,"FORD, GERALD",False,587446,1277383,REPUBLICAN
1976,LOUISIANA,22,"MADDOX, LESTER",False,10058,1277383,OTHER
1976,LOUISIANA,22,"HALL, GUS",False,7417,1277383,OTHER
1976,LOUISIANA,22,"MCCARTHY, EUGENE """"GENE""""",False,6490,1277383,OTHER
1976,LOUISIANA,22,"MACBRIDE, ROGER",False,3134,1277383,LIBERTARIAN
1976,LOUISIANA,22,"CAMEJO, PETER",False,1473,1277383,OTHER
1976,MAINE,23,"FORD, GERALD",False,236320,482968,REPUBLICAN
1976,MAINE,23,"CARTER, JIMMY",False,232279,482968,DEMOCRAT
1976,MAINE,23,"MCCARTHY, EUGENE """"GENE""""",False,10874,482968,OTHER
1976,MAINE,23,"BUBAR, BENJAMIN """"BEN""""",False,3495,482968,OTHER
1976,MARYLAND,24,"CARTER, JIMMY",False,759612,1432273,DEMOCRAT
1976,MARYLAND,24,"FORD, GERALD",False,672661,1432273,REPUBLICAN
1976,MASSACHUSETTS,25,"CARTER, JIMMY",False,1429475,2546157,DEMOCRAT
1976,MASSACHUSETTS,25,"FORD, GERALD",False,1030276,2546157,REPUBLICAN
1976,MASSACHUSETTS,25,"MCCARTHY, EUGENE """"GENE""""",False,65637,2546157,OTHER
1976,MASSACHUSETTS,25,"CAMEJO, PETER",False,8138,2546157,OTHER
1976,MASSACHUSETTS,25,"ANDERSON, THOMAS J.",False,7555,2546157,OTHER
1976,MASSACHUSETTS,25,"LAROUCHE, LYNDON, JR.",False,4922,2546157,OTHER
1976,MASSACHUSETTS,25,"MACBRIDE, ROGER",False,135,2546157,LIBERTARIAN
1976,MASSACHUSETTS,25,"JULIUS """"JULES"""", LEVIN",False,19,2546157,OTHER
1976,MICHIGAN,26,"FORD, GERALD",False,1893742,3651590,REPUBLICAN
1976,MICHIGAN,26,"CARTER, JIMMY",False,1696714,3651590,DEMOCRAT
1976,MICHIGAN,26,"MCCARTHY, EUGENE """"GENE""""",False,47905,3651590,OTHER
1976,MICHIGAN,26,"MACBRIDE, ROGER",False,5407,3651590,LIBERTARIAN
1976,MICHIGAN,26,"WRIGHT, MARGARET",False,3504,3651590,OTHER
1976,MICHIGAN,26,"CAMEJO, PETER",False,1804,3651590,OTHER
1976,MICHIGAN,26,"LAROUCHE, LYNDON, JR.",False,1366,3651590,OTHER
1976,MICHIGAN,26,"JULIUS """"JULES"""", LEVIN",False,1148,3651590,OTHER
1976,MINNESOTA,27,"CARTER, JIMMY",False,1070440,1949589,DEMOCRAT
1976,MINNESOTA,27,"FORD, GERALD",False,819395,1949589,REPUBLICAN
1976,MINNESOTA,27,"MCCARTHY, EUGENE """"GENE""""",False,35490,1949589,OTHER
1976,MINNESOTA,27,"ANDERSON, THOMAS J.",False,13592,1949589,OTHER
1976,MINNESOTA,27,"CAMEJO, PETER",False,4149,1949589,OTHER
1976,MINNESOTA,27,"MACBRIDE, ROGER",False,3529,1949589,LIBERTARIAN
1976,MINNESOTA,27,"HALL, GUS",False,1092,1949589,OTHER
1976,MINNESOTA,27,"WRIGHT, MARGARET",False,635,1949589,OTHER
1976,MINNESOTA,27,"LAROUCHE, LYNDON, JR.",False,543,1949589,OTHER
1976,MINNESOTA,27,"JULIUS """"JULES"""", LEVIN",False,370,1949589,OTHER
1976,MINNESOTA,27,"ZEIDLER, FRANK",False,354,1949589,OTHER
1976,MISSISSIPPI,28,"CARTER, JIMMY",False,381329,768390,DEMOCRAT
1976,MISSISSIPPI,28,"FORD, GERALD",False,366846,768390,REPUBLICAN
1976,MISSISSIPPI,28,"ANDERSON, THOMAS J.",False,6678,768390,OTHER
1976,MISSISSIPPI,28,"MCCARTHY, EUGENE """"GENE""""",False,4074,768390,OTHER
1976,MISSISSIPPI,28,"MADDOX, LESTER",False,4049,768390,OTHER
1976,MISSISSIPPI,28,"CAMEJO, PETER",False,2805,768390,OTHER
1976,MISSISSIPPI,28,"MACBRIDE, ROGER",False,2609,768390,LIBERTARIAN
1976,MISSOURI,29,"CARTER, JIMMY",False,998387,1949859,DEMOCRAT
1976,MISSOURI,29,"FORD, GERALD",False,927443,1949859,REPUBLICAN
1976,MISSOURI,29,"MCCARTHY, EUGENE """"GENE""""",False,24029,1949859,OTHER
1976,MONTANA,30,"FORD, GERALD",False,173703,328734,REPUBLICAN
1976,MONTANA,30,"CARTER, JIMMY",False,149259,328734,DEMOCRAT
1976,MONTANA,30,"ANDERSON, THOMAS J.",False,5772,328734,OTHER
1976,NEBRASKA,31,"FORD, GERALD",False,359219,606749,REPUBLICAN
1976,NEBRASKA,31,"CARTER, JIMMY",False,233293,606749,DEMOCRAT
1976,NEBRASKA,31,"MCCARTHY, EUGENE """"GENE""""",False,9383,606749,OTHER
1976,NEBRASKA,31,"MADDOX, LESTER",False,3378,606749,OTHER
1976,NEBRASKA,31,"MACBRIDE, ROGER",False,1476,606749,LIBERTARIAN
1976,NEVADA,32,"FORD, GERALD",False,101273,196768,REPUBLICAN
1976,NEVADA,32,"CARTER, JIMMY",False,92479,196768,DEMOCRAT
1976,NEVADA,32,"MACBRIDE, ROGER",False,1519,196768,LIBERTARIAN
1976,NEVADA,32,"MADDOX, LESTER",False,1497,196768,OTHER
1976,NEW HAMPSHIRE,33,"FORD, GERALD",False,185935,339024,REPUBLICAN
1976,NEW HAMPSHIRE,33,"CARTER, JIMMY",False,147645,339024,DEMOCRAT
1976,NEW HAMPSHIRE,33,"MCCARTHY, EUGENE """"GENE""""",False,4095,339024,OTHER
1976,NEW HAMPSHIRE,33,"MACBRIDE, ROGER",False,936,339024,LIBERTARIAN
1976,NEW HAMPSHIRE,33,"LAROUCHE, LYNDON, JR.",False,186,339024,OTHER
1976,NEW HAMPSHIRE,33,"CAMEJO, PETER",False,161,339024,OTHER
1976,NEW HAMPSHIRE,33,"JULIUS """"JULES"""", LEVIN",False,66,339024,OTHER
1976,NEW JERSEY,34,"FORD, GERALD",False,1509688,3014472,REPUBLICAN
1976,NEW JERSEY,34,"CARTER, JIMMY",False,1444653,3014472,DEMOCRAT
1976,NEW JERSEY,34,"MCCARTHY, EUGENE """"GENE""""",False,32717,3014472,OTHER
1976,NEW JERSEY,34,"MACBRIDE, ROGER",False,9449,3014472,LIBERTARIAN
1976,NEW JERSEY,34,"MADDOX, LESTER",False,7716,3014472,OTHER
1976,NEW JERSEY,34,"JULIUS """"JULES"""", LEVIN",False,3686,3014472,OTHER
1976,NEW JERSEY,34,"HALL, GUS",False,1662,3014472,OTHER
1976,NEW JERSEY,34,"LAROUCHE, LYNDON, JR.",False,1650,3014472,OTHER
1976,NEW JERSEY,34,"CAMEJO, PETER",False,1184,3014472,OTHER
1976,NEW JERSEY,34,"WRIGHT, MARGARET",False,1044,3014472,OTHER
1976,NEW JERSEY,34,"BUBAR, BENJAMIN """"BEN""""",False,554,3014472,OTHER
1976,NEW JERSEY,34,"ZEIDLER, FRANK",False,469,3014472,OTHER
1976,NEW MEXICO,35,"FORD, GERALD",False,211419,416590,REPUBLICAN
1976,NEW MEXICO,35,"CARTER, JIMMY",False,201148,416590,DEMOCRAT
1976,NEW MEXICO,35,"CAMEJO, PETER",False,2462,416590,OTHER
1976,NEW MEXICO,35,"MACBRIDE, ROGER",False,1110,416590,LIBERTARIAN
1976,NEW MEXICO,35,"ZEIDLER, FRANK",False,240,416590,OTHER
1976,NEW MEXICO,35,"BUBAR, BENJAMIN """"BEN""""",False,211,416590,OTHER
1976,NEW YORK,36,"MACBRIDE, ROGER",False,12197,6525225,OTHER
1976,NEW YORK,36,"HALL, GUS",False,10270,6525225,OTHER
1976,NEW YORK,36,"CAMEJO, PETER",False,6996,6525225,OTHER
1976,NEW YORK,36,"LAROUCHE, LYNDON, JR.",False,5413,6525225,OTHER
1976,NORTH CAROLINA,37,"CARTER, JIMMY",False,927365,1677906,DEMOCRAT
1976,NORTH CAROLINA,37,"FORD, GERALD",False,741960,1677906,REPUBLICAN
1976,NORTH CAROLINA,37,"ANDERSON, THOMAS J.",False,5607,1677906,OTHER
1976,NORTH CAROLINA,37,"MACBRIDE, ROGER",False,2219,1677906,LIBERTARIAN
1976,NORTH CAROLINA,37,"LAROUCHE, LYNDON, JR.",False,755,1677906,OTHER
1976,NORTH DAKOTA,38,"FORD, GERALD",False,153684,297308,REPUBLICAN
1976,NORTH DAKOTA,38,"CARTER, JIMMY",False,136078,297308,DEMOCRAT
1976,NORTH DAKOTA,38,"ANDERSON, THOMAS J.",False,3698,297308,OTHER
1976,NORTH DAKOTA,38,"MCCARTHY, EUGENE """"GENE""""",False,2952,297308,OTHER
1976,NORTH DAKOTA,38,"MADDOX, LESTER",False,269,297308,OTHER
1976,NORTH DAKOTA,38,"MACBRIDE, ROGER",False,256,297308,LIBERTARIAN
1976,NORTH DAKOTA,38,"LAROUCHE, LYNDON, JR.",False,142,297308,OTHER
1976,NORTH DAKOTA,38,"HALL, GUS",False,85,297308,OTHER
1976,NORTH DAKOTA,38,"BUBAR, BENJAMIN """"BEN""""",False,63,297308,OTHER
1976,NORTH DAKOTA,38,"CAMEJO, PETER",False,43,297308,OTHER
1976,NORTH DAKOTA,38,"ZEIDLER, FRANK",False,38,297308,OTHER
1976,OHIO,39,"CARTER, JIMMY",False,2009959,4110456,DEMOCRAT
1976,OHIO,39,"FORD, GERALD",False,2000626,4110456,REPUBLICAN
1976,OHIO,39,"MCCARTHY, EUGENE """"GENE""""",False,58267,4110456,OTHER
1976,OHIO,39,"MADDOX, LESTER",False,15508,4110456,OTHER
1976,OHIO,39,"MACBRIDE, ROGER",False,8952,4110456,LIBERTARIAN
1976,OHIO,39,"HALL, GUS",False,7817,4110456,OTHER
1976,OHIO,39,"CAMEJO, PETER",False,4833,4110456,OTHER
1976,OHIO,39,"LAROUCHE, LYNDON, JR.",False,4364,4110456,OTHER
1976,OHIO,39,"JULIUS """"JULES"""", LEVIN",False,68,4110456,OTHER
1976,OHIO,39,"BUBAR, BENJAMIN """"BEN""""",False,62,4110456,OTHER
1976,OKLAHOMA,40,"FORD, GERALD",False,545708,1092251,REPUBLICAN
1976,OKLAHOMA,40,"CARTER, JIMMY",False,532442,1092251,DEMOCRAT
1976,OKLAHOMA,40,"MCCARTHY, EUGENE """"GENE""""",False,14101,1092251,OTHER
1976,OREGON,41,"FORD, GERALD",False,492120,1023769,REPUBLICAN
1976,OREGON,41,"CARTER, JIMMY",False,490407,1023769,DEMOCRAT
1976,OREGON,41,"MCCARTHY, EUGENE """"GENE""""",False,40207,1023769,OTHER
1976,OREGON,41,"ANDERSON, THOMAS J.",False,1035,1023769,OTHER
1976,PENNSYLVANIA,42,"CARTER, JIMMY",False,2328677,4617853,DEMOCRAT
1976,PENNSYLVANIA,42,"FORD, GERALD",False,2205604,4617853,REPUBLICAN
1976,PENNSYLVANIA,42,"MCCARTHY, EUGENE """"GENE""""",False,50584,4617853,OTHER
1976,PENNSYLVANIA,42,"MADDOX, LESTER",False,25344,4617853,OTHER
1976,PENNSYLVANIA,42,"CAMEJO, PETER",False,3009,4617853,OTHER
1976,PENNSYLVANIA,42,"LAROUCHE, LYNDON, JR.",False,2744,4617853,OTHER
1976,PENNSYLVANIA,42,"HALL, GUS",False,1891,4617853,OTHER
1976,RHODE ISLAND,44,"CARTER, JIMMY",False,227636,410584,DEMOCRAT
1976,RHODE ISLAND,44,"FORD, GERALD",False,181249,410584,REPUBLICAN
1976,RHODE ISLAND,44,"MACBRIDE, ROGER",False,715,410584,LIBERTARIAN
1976,RHODE ISLAND,44,"CAMEJO, PETER",False,462,410584,OTHER
1976,RHODE ISLAND,44,"HALL, GUS",False,334,410584,OTHER
1976,RHODE ISLAND,44,"JULIUS """"JULES"""", LEVIN",False,188,410584,OTHER
1976,SOUTH CAROLINA,45,"CARTER, JIMMY",False,450807,801902,DEMOCRAT
1976,SOUTH CAROLINA,45,"FORD, GERALD",False,346149,801902,REPUBLICAN
1976,SOUTH CAROLINA,45,"ANDERSON, THOMAS J.",False,2996,801902,OTHER
1976,SOUTH CAROLINA,45,"MADDOX, LESTER",False,1950,801902,OTHER
1976,SOUTH DAKOTA,46,"FORD, GERALD",False,151505,300678,REPUBLICAN
1976,SOUTH DAKOTA,46,"CARTER, JIMMY",False,147068,300678,DEMOCRAT
1976,SOUTH DAKOTA,46,"MACBRIDE, ROGER",False,1619,300678,LIBERTARIAN
1976,SOUTH DAKOTA,46,"HALL, GUS",False,318,300678,OTHER
1976,SOUTH DAKOTA,46,"CAMEJO, PETER",False,168,300678,OTHER
1976,TENNESSEE,47,"CARTER, JIMMY",False,825879,1475800,DEMOCRAT
1976,TENNESSEE,47,"FORD, GERALD",False,633969,1475800,REPUBLICAN
1976,TENNESSEE,47,"ANDERSON, THOMAS J.",False,5769,1475800,OTHER
1976,TENNESSEE,47,"MCCARTHY, EUGENE """"GENE""""",False,5004,1475800,OTHER
1976,TENNESSEE,47,"MADDOX, LESTER",False,2303,1475800,OTHER
1976,TENNESSEE,47,"MACBRIDE, ROGER",False,1375,1475800,OTHER
1976,TENNESSEE,47,"HALL, GUS",False,547,1475800,OTHER
1976,TENNESSEE,47,"LAROUCHE, LYNDON, JR.",False,512,1475800,OTHER
1976,TENNESSEE,47,"BUBAR, BENJAMIN """"BEN""""",False,442,1475800,OTHER
1976,TEXAS,48,"CARTER, JIMMY",False,2082319,4068902,DEMOCRAT
1976,TEXAS,48,"FORD, GERALD",False,1953300,4068902,REPUBLICAN
1976,TEXAS,48,"MCCARTHY, EUGENE """"GENE""""",False,20118,4068902,OTHER
1976,TEXAS,48,"ANDERSON, THOMAS J.",False,11442,4068902,OTHER
1976,TEXAS,48,"CAMEJO, PETER",False,1723,4068902,OTHER
1976,UTAH,49,"FORD, GERALD",False,337908,541218,REPUBLICAN
1976,UTAH,49,"CARTER, JIMMY",False,182110,541218,DEMOCRAT
1976,UTAH,49,"ANDERSON, THOMAS J.",False,13304,541218,OTHER
1976,UTAH,49,"MCCARTHY, EUGENE """"GENE""""",False,3907,541218,OTHER
1976,UTAH,49,"MACBRIDE, ROGER",False,2438,541218,OTHER
1976,UTAH,49,"MADDOX, LESTER",False,1162,541218,OTHER
1976,UTAH,49,"CAMEJO, PETER",False,268,541218,OTHER
1976,UTAH,49,"HALL, GUS",False,121,541218,OTHER
1976,VERMONT,50,"FORD, GERALD",False,100387,182812,REPUBLICAN
1976,VERMONT,50,"CARTER, JIMMY",False,77798,182812,DEMOCRAT
1976,VERMONT,50,"MCCARTHY, EUGENE """"GENE""""",False,4001,182812,OTHER
1976,VERMONT,50,"CAMEJO, PETER",False,430,182812,OTHER
1976,VERMONT,50,"LAROUCHE, LYNDON, JR.",False,196,182812,OTHER
1976,VIRGINIA,51,"FORD, GERALD",False,836554,1697094,REPUBLICAN
1976,VIRGINIA,51,"CARTER, JIMMY",False,813896,1697094,DEMOCRAT
1976,VIRGINIA,51,"CAMEJO, PETER",False,17802,1697094,OTHER
1976,VIRGINIA,51,"ANDERSON, THOMAS J.",False,16686,1697094,OTHER
1976,VIRGINIA,51,"LAROUCHE, LYNDON, JR.",False,7508,1697094,OTHER
1976,VIRGINIA,51,"MACBRIDE, ROGER",False,4648,1697094,LIBERTARIAN
1976,WASHINGTON,53,"FORD, GERALD",False,777732,1550052,REPUBLICAN
1976,WASHINGTON,53,"CARTER, JIMMY",False,717323,1550052,DEMOCRAT
1976,WASHINGTON,53,"MCCARTHY, EUGENE """"GENE""""",False,36986,1550052,OTHER
1976,WASHINGTON,53,"MADDOX, LESTER",False,8585,1550052,OTHER
1976,WASHINGTON,53,"MACBRIDE, ROGER",False,5042,1550052,LIBERTARIAN
1976,WASHINGTON,53,"ANDERSON, THOMAS J.",False,1046,1550052,OTHER
1976,WASHINGTON,53,"CAMEJO, PETER",False,905,1550052,OTHER
1976,WASHINGTON,53,"LAROUCHE, LYNDON, JR.",False,903,1550052,OTHER
1976,WASHINGTON,53,"HALL, GUS",False,817,1550052,OTHER
1976,WASHINGTON,53,"JULIUS """"JULES"""", LEVIN",False,713,1550052,OTHER
1976,WEST VIRGINIA,54,"CARTER, JIMMY",False,435864,750590,DEMOCRAT
1976,WEST VIRGINIA,54,"FORD, GERALD",False,314726,750590,REPUBLICAN
1976,WISCONSIN,55,"CARTER, JIMMY",False,1040232,2098906,DEMOCRAT
1976,WISCONSIN,55,"FORD, GERALD",False,1004987,2098906,REPUBLICAN
1976,WISCONSIN,55,"MCCARTHY, EUGENE """"GENE""""",False,34943,2098906,OTHER
1976,WISCONSIN,55,"MADDOX, LESTER",False,8552,2098906,OTHER
1976,WISCONSIN,55,"ZEIDLER, FRANK",False,4298,2098906,OTHER
1976,WISCONSIN,55,"MACBRIDE, ROGER",False,3814,2098906,LIBERTARIAN
1976,WISCONSIN,55,"CAMEJO, PETER",False,1691,2098906,OTHER
1976,WISCONSIN,55,"JULIUS """"JULES"""", LEVIN",False,389,2098906,OTHER
1976,WYOMING,56,"FORD, GERALD",False,92717,154956,REPUBLICAN
1976,WYOMING,56,"CARTER, JIMMY",False,62239,154956,DEMOCRAT
1980,ALABAMA,1,"REAGAN, RONALD",False,654192,1341929,REPUBLICAN
1980,ALABAMA,1,"CARTER, JIMMY",False,636730,1341929,DEMOCRAT
1980,ALABAMA,1,"ANDERSON, JOHN B.",False,16481,1341929,OTHER
1980,ALABAMA,1,"RARICK, JOHN",False,15010,1341929,OTHER
1980,ALABAMA,1,"CLARK, EDWARD """"ED""""",False,13318,1341929,LIBERTARIAN
1980,ALABAMA,1,"BUBAR, BENJAMIN """"BEN""""",False,1743,1341929,OTHER
1980,ALABAMA,1,"HALL, GUS",False,1629,1341929,OTHER
1980,ALABAMA,1,"DEBERRY, CLIFTON",False,1303,1341929,OTHER
1980,ALABAMA,1,"MCREYNOLDS, DAVID",False,1006,1341929,OTHER
1980,ALABAMA,1,"COMMONER, BARRY",False,517,1341929,OTHER
1980,ALASKA,2,"REAGAN, RONALD",False,86112,157588,REPUBLICAN
1980,ALASKA,2,"CARTER, JIMMY",False,41842,157588,DEMOCRAT
1980,ALASKA,2,"CLARK, EDWARD """"ED""""",False,18479,157588,LIBERTARIAN
1980,ALASKA,2,"ANDERSON, JOHN B.",False,11155,157588,OTHER
1980,ARIZONA,4,"REAGAN, RONALD",False,529688,873945,REPUBLICAN
1980,ARIZONA,4,"CARTER, JIMMY",False,246843,873945,DEMOCRAT
1980,ARIZONA,4,"ANDERSON, JOHN B.",False,76952,873945,OTHER
1980,ARIZONA,4,"CLARK, EDWARD """"ED""""",False,18784,873945,LIBERTARIAN
1980,ARIZONA,4,"DEBERRY, CLIFTON",False,1100,873945,OTHER
1980,ARIZONA,4,"COMMONER, BARRY",False,551,873945,OTHER
1980,ARIZONA,4,"HALL, GUS",False,25,873945,OTHER
1980,ARIZONA,4,"GRISWOLD, DEIRDRE",False,2,873945,OTHER
1980,ARKANSAS,5,"REAGAN, RONALD",False,403164,837582,REPUBLICAN
1980,ARKANSAS,5,"CARTER, JIMMY",False,398041,837582,DEMOCRAT
1980,ARKANSAS,5,"ANDERSON, JOHN B.",False,22468,837582,OTHER
1980,ARKANSAS,5,"CLARK, EDWARD """"ED""""",False,8970,837582,LIBERTARIAN
1980,ARKANSAS,5,"COMMONER, BARRY",False,2345,837582,OTHER
1980,ARKANSAS,5,"BUBAR, BENJAMIN """"BEN""""",False,1350,837582,OTHER
1980,ARKANSAS,5,"HALL, GUS",False,1244,837582,OTHER
1980,CALIFORNIA,6,"REAGAN, RONALD",False,4522994,8582938,REPUBLICAN
1980,CALIFORNIA,6,"CARTER, JIMMY",False,3082943,8582938,DEMOCRAT
